x	z
8.98004	1.81092
9.02224	1.85357
9.04954	1.87969
9.05932	1.88848
9.09488	1.91923
9.12472	1.94409
9.13646	1.95329
9.17957	1.98593
9.19426	1.99661
9.20205	2.00228
9.22687	2.01917
9.24604	2.03204
9.32367	2.08252
9.32874	2.08563
9.41167	2.13531
9.43344	2.14830
9.48726	2.17833
9.49962	2.18509
9.53221	2.20179
9.62369	2.24764
9.63367	2.25253
9.67666	2.27292
9.68566	2.27681
9.73505	2.29652
9.82973	2.33401
9.83625	2.33637
9.83876	2.33729
9.93335	2.36969
9.93744	2.37098
10.03038	2.39689
10.03843	2.39913
10.09625	2.41437
10.12990	2.42325
10.13941	2.42610
10.14362	2.42737
10.23544	2.46053
10.24068	2.46316
10.34134	2.53417
10.34267	2.53519
10.35174	2.54306
10.35987	2.55242
10.41818	2.63686
10.42870	2.65411
10.44664	2.69296
10.45623	2.71748
10.46811	2.75299
10.48417	2.80644
10.49676	2.85428
10.50656	2.89125
10.52615	2.95554
10.54879	3.00737
10.55529	3.02036
10.57675	3.05596
10.58071	3.06071
10.58837	3.06994
10.60903	3.09400
10.66409	3.15228
10.66670	3.15474
10.67571	3.16218
10.74748	3.22145
10.76019	3.23168
10.77707	3.24418
10.78746	3.25208
10.84871	3.29992
10.86252	3.31063
10.88898	3.33136
10.91355	3.34945
10.95544	3.37993
10.96448	3.38582
11.03447	3.43146
11.05906	3.44596
11.06618	3.45001
11.09242	3.46415
11.16774	3.50092
11.26615	3.53863
11.26898	3.53963
11.26958	3.53985
11.27174	3.54060
11.37043	3.57152
11.41711	3.58569
11.47141	3.60199
11.50290	3.61129
11.54909	3.62306
11.56465	3.62703
11.57214	3.62883
11.57594	3.62973
11.65362	3.64761
11.67316	3.65194
11.71391	3.65956
11.77387	3.66912
11.81062	3.67457
11.87448	3.68244
11.90635	3.68556
11.97501	3.69136
12.00126	3.69288
12.07547	3.69638
12.09553	3.69697
12.17586	3.69762
12.26986	3.69403
12.27612	3.69372
12.33717	3.68875
12.36943	3.68540
12.37628	3.68470
12.37773	3.68455
12.46818	3.67315
12.47633	3.67204
12.49193	3.66978
12.54085	3.66214
12.57629	3.65661
12.60399	3.65211
12.67624	3.63996
12.71629	3.63377
12.77626	3.62427
12.82849	3.61657
12.87628	3.60947
12.94095	3.59917
12.97631	3.59319
12.98938	3.59074
13.03432	3.58182
13.07622	3.57261
13.09762	3.56748
13.12050	3.56164
13.17602	3.54772
13.22359	3.53372
13.26759	3.52000
13.27050	3.51906
13.27567	3.51739
13.28437	3.51458
13.37513	3.48253
13.42466	3.46446
13.46034	3.45011
13.47468	3.44366
13.50921	3.42839
13.51220	3.42707
13.57399	3.39784
13.63955	3.36213
13.67901	3.33863
13.75973	3.28562
13.77199	3.27725
13.77343	3.27627
13.78656	3.26713
13.82902	3.23595
13.83742	3.22962
13.83969	3.22788
13.87048	3.20264
13.91532	3.16501
13.96902	3.11836
13.99459	3.09533
14.07715	3.01471
14.09693	2.99405
14.15209	2.93290
14.17135	2.90997
14.17257	2.90848
14.22949	2.83185
14.25278	2.79943
14.26094	2.78673
14.26228	2.78465
14.29373	2.73565
14.31753	2.69740
14.34967	2.63788
14.35880	2.62029
14.37026	2.59524
14.37128	2.59291
14.37487	2.58475
14.38861	2.55367
14.41051	2.50204
14.41564	2.48859
14.44174	2.40946
14.45341	2.37059
14.46708	2.31791
14.47525	2.28123
14.48109	2.25267
14.49323	2.17806
14.49945	2.13128
14.50567	2.07509
14.50701	2.05836
14.50789	1.67393
14.50812	1.66670
14.50818	1.66508
14.50851	1.76752
14.50926	1.79416
14.51037	1.83634
14.51125	1.86988
14.51161	1.97237
14.51198	1.92581
14.51751	1.58312
14.52147	1.55960
14.52184	1.56183
14.53453	1.52997
14.57193	1.50420
14.63452	1.47742
14.64266	1.47450
14.71272	1.45225
14.73373	1.44590
14.91407	1.39817
14.93310	1.39314
14.98606	1.37897
15.03280	1.36392
15.06837	1.34025
15.07903	1.33398
15.12385	1.31062
15.13180	1.30749
15.16159	1.29725
15.17749	1.29315
15.23183	1.27911
15.24818	1.28582
15.28410	1.32523
15.29866	1.35239
15.32460	1.42661
15.33332	1.45012
15.33660	1.45933
15.35161	1.50433
15.35769	1.52202
15.35975	1.52769
15.39007	1.60895
15.39873	1.62860
15.40695	1.64614
15.44203	1.71578
15.44903	1.72910
15.47973	1.77918
15.51090	1.82906
15.52978	1.85884
15.54631	1.88415
15.57145	1.92185
15.57621	1.92880
15.59065	1.94993
15.64903	2.03508
15.65037	2.03697
15.68033	2.07809
15.69049	2.09171
15.70393	2.10972
15.71754	2.12791
15.71953	2.13059
15.75382	2.17446
15.76366	2.18585
15.80186	2.22699
15.81332	2.23898
15.85669	2.28342
15.87348	2.30031
15.89891	2.32547
15.93676	2.36197
15.95939	2.38339
15.97928	2.40143
16.00465	2.42357
16.03436	2.44914
16.06186	2.47202
16.08279	2.48924
16.12287	2.52109
16.14064	2.53456
16.16412	2.55167
16.18902	2.57029
16.26088	2.62611
16.26609	2.63014
16.36636	2.70324
16.38424	2.71553
16.39598	2.72330
16.43748	2.74918
16.47000	2.76945
16.54094	2.80909
16.54531	2.81144
16.57060	2.82314
16.57170	2.82364
16.57635	2.82576
16.67313	2.86962
16.67652	2.87099
16.77435	2.90705
16.87171	2.93724
16.87544	2.93846
16.87802	2.93932
16.97662	2.97369
17.03016	2.99581
17.03119	2.99630
17.03180	2.99659
17.07431	3.01873
17.07808	3.02125
17.07842	3.02149
17.18022	3.09556
17.26128	3.18465
17.27685	3.20377
17.28333	3.21209
17.29452	3.22858
17.32088	3.26742
17.33713	3.29126
17.36110	3.32553
17.38676	3.36027
17.40082	3.37809
17.41190	3.39075
17.46261	3.44204
17.48968	3.46868
17.50380	3.48130
17.51409	3.48899
17.57228	3.52679
17.59170	3.53753
17.67555	3.57571
17.69572	3.58388
17.77406	3.61207
17.79436	3.61912
17.81823	3.62760
17.89556	3.65388
17.90969	3.65862
17.95960	3.67540
17.96960	3.67859
17.99670	3.68704
18.07324	3.71252
18.09792	3.72097
18.12392	3.72950
18.17408	3.74597
18.19902	3.75415
18.24336	3.76629
18.26742	3.77291
18.29992	3.78172
18.37239	3.79749
18.40071	3.80270
18.46947	3.81381
18.50141	3.81799
18.56552	3.82576
18.60205	3.82973
18.66115	3.83600
18.70266	3.84051
18.70975	3.84132
18.76918	3.84768
18.80849	3.85155
18.86037	3.85555
18.90378	3.85808
18.94630	3.85937
19.00419	3.86007
19.03976	3.85981
19.10453	3.85913
19.11084	3.85891
19.18049	3.85653
19.20481	3.85502
19.29109	3.84677
19.30495	3.84509
19.30901	3.84456
19.32571	3.84228
19.40494	3.82921
19.41934	3.82672
19.45398	3.82026
19.45995	3.81908
19.50484	3.80946
19.57314	3.79483
19.59110	3.79077
19.60470	3.78763
19.63034	3.78161
19.70450	3.76329
19.74502	3.75255
19.80424	3.73591
19.84838	3.72320
19.90295	3.70678
19.93167	3.69737
19.96333	3.68674
20.00359	3.67324
20.08303	3.64348
20.09436	3.63924
20.10304	3.63605
20.15150	3.61837
20.20259	3.60023
20.24903	3.58559
20.26450	3.58020
20.30222	3.56620
20.32912	3.55611
20.40184	3.52795
20.44845	3.50612
20.50575	3.47723
20.52194	3.46834
20.55274	3.45178
20.60024	3.42670
20.69291	3.37367
20.69925	3.37001
20.72032	3.35748
20.72094	3.35710
20.72381	3.35530
20.78937	3.31423
20.79813	3.30864
20.82427	3.29169
20.89704	3.24302
20.93885	3.21343
20.96935	3.19136
20.99579	3.17220
21.00873	3.16318
21.04095	3.13963
21.05778	3.12609
21.09436	3.09512
21.10222	3.08816
21.15237	3.04261
21.16183	3.03382
21.16390	3.03190
21.19041	3.00625
21.19258	3.00405
21.24445	2.94892
21.26670	2.92523
21.27347	2.91778
21.29048	2.89794
21.31982	2.86313
21.35651	2.81905
21.37768	2.79323
21.38812	2.77930
21.42887	2.71863
21.43211	2.71347
21.44987	2.68482
21.49171	2.61344
21.49446	2.60844
21.52746	2.54245
21.54591	2.50382
21.56480	2.45999
21.58181	2.41892
21.58205	2.41833
21.58978	2.39950
21.59731	2.37671
21.62177	2.29579
21.62233	2.29359
21.62455	2.28457
21.63924	2.21026
21.64197	2.19250
21.64558	2.16412
21.65503	2.08951
21.66047	2.03362
21.67031	1.97252
21.67764	1.94583
21.70593	1.88226
21.72434	1.85705
21.76738	1.81737
21.78043	1.81029
21.87238	1.77811
21.88289	1.77296
21.93942	1.74142
21.96588	1.72450
22.00877	1.68828
22.03688	1.66351
22.04597	1.65504
22.06400	1.63844
22.06908	1.63589
22.15294	1.59374
22.16376	1.59230
22.20455	1.64005
22.21694	1.65654
22.22499	1.66720
22.27431	1.74045
22.28424	1.75629
22.32216	1.81110
22.35833	1.86000
22.37107	1.87650
22.41221	1.93293
22.42809	1.95498
22.46055	1.99953
22.47685	2.02249
22.49790	2.05476
22.50629	2.06782
22.55483	2.14460
22.56033	2.15332
22.56141	2.15503
22.57883	2.18235
22.58284	2.18868
22.62460	2.25462
22.63537	2.26996
22.67710	2.32482
22.68268	2.33216
22.68998	2.34121
22.70123	2.35383
22.75611	2.41125
22.79846	2.45246
22.84109	2.48860
22.88758	2.52479
22.90002	2.53393
22.92362	2.54995
22.95048	2.56692
22.98947	2.58978
23.03628	2.61511
23.09502	2.64537
23.12684	2.66037
23.19255	2.68894
23.26473	2.71751
23.29380	2.72806
23.30172	2.73102
23.32274	2.73828
23.34346	2.74438
23.39490	2.75873
23.42506	2.76620
23.49586	2.78286
23.52861	2.78979
23.53875	2.79177
23.59670	2.80307
23.66413	2.81636
23.69748	2.82199
23.71253	2.82458
23.77435	2.83635
23.79853	2.84095
23.85562	2.85306
23.89954	2.87078
23.92277	2.88297
23.96819	2.91708
23.98237	2.93294
24.00209	2.96427
24.03127	3.01680
24.03148	3.01727
24.03951	3.03449
24.07851	3.11736
24.08905	3.13486
24.10654	3.16054
24.11050	3.16664
24.14377	3.21715
24.14975	3.22433
24.22109	3.30267
24.23542	3.31601
24.28571	3.35431
24.29369	3.36039
24.31209	3.37336
24.34584	3.39274
24.38304	3.41253
24.41401	3.42682
24.45427	3.44509
24.51543	3.47299
24.54097	3.48472
24.59438	3.50640
24.61664	3.51518
24.65446	3.53040
24.71792	3.55486
24.76267	3.57114
24.80858	3.58584
24.81894	3.58903
24.85062	3.59806
24.91776	3.61578
24.97707	3.62974
25.02087	3.63900
25.05977	3.64661
25.12167	3.65814
25.15712	3.66419
25.21621	3.67409
25.22528	3.67551
25.27665	3.68350
25.32311	3.69069
25.37411	3.69716
25.42373	3.70242
25.43320	3.70304
25.51404	3.70436
25.52416	3.70426
25.61648	3.69986
25.62441	3.69937
25.62780	3.69915
25.70849	3.69213
25.72456	3.69026
25.72625	3.69005
25.82459	3.67577
25.88178	3.66555
25.90112	3.66178
25.92452	3.65705
25.92762	3.65634
26.02433	3.63430
26.06587	3.62405
26.12409	3.60906
26.18048	3.59436
26.21138	3.58606
26.22385	3.58271
26.29553	3.56361
26.32532	3.55517
26.41233	3.52857
26.42330	3.52511
26.49336	3.50201
26.51339	3.49504
26.52077	3.49245
26.52289	3.49170
26.52810	3.48984
26.62230	3.45375
26.67113	3.43412
26.70433	3.41954
26.72170	3.41125
26.76270	3.39266
26.82095	3.36634
26.85822	3.34942
26.91873	3.32078
26.94537	3.30718
26.96782	3.29581
27.01962	3.27017
27.03237	3.26308
27.07140	3.24076
27.11869	3.21312
27.13213	3.20472
27.13712	3.20160
27.14490	3.19669
27.20507	3.15894
27.21754	3.15100
27.28256	3.10775
27.31640	3.08419
27.33397	3.07159
27.41505	3.01082
27.42052	3.00683
27.45770	2.97887
27.46718	2.97145
27.51371	2.93358
27.51383	2.93349
27.51467	2.93280
27.57519	2.88317
27.59151	2.86955
27.61222	2.85252
27.70851	2.76542
27.71054	2.76349
27.71109	2.76297
27.81692	2.65672
27.83073	2.64209
27.87325	2.59619
27.89828	2.56775
27.90421	2.56102
27.91328	2.55035
27.97559	2.47390
28.00442	2.43642
28.04598	2.37670
28.07017	2.33923
28.09485	2.29739
28.10132	2.28571
28.12695	2.23523
28.12745	2.23415
28.12836	2.23216
28.13179	2.22465
28.17287	2.13006
28.18819	2.09083
28.19727	2.06459
28.20477	2.03872
28.20842	2.02600
28.23048	1.95939
28.24254	1.92229
28.25149	1.89400
28.27151	1.81831
28.27272	1.81254
28.28231	1.75315
28.28465	1.73814
28.28805	1.71512
28.29319	1.68451
28.29606	1.66704
28.30511	1.61194
28.32117	1.54670
28.33281	1.50810
28.34551	1.46860
28.38157	1.39054
28.38189	1.39005
28.45620	1.31096
28.47972	1.29480
28.50819	1.28460
28.57965	1.27546
28.61976	1.27501
28.67804	1.27708
28.68000	1.27641
28.74787	1.27280
28.78046	1.27491
28.80851	1.28249
28.88002	1.32012
28.88232	1.32146
28.92228	1.36744
28.92913	1.38059
28.95072	1.41744
28.96495	1.45176
28.97977	1.48751
28.98603	1.50354
29.00479	1.58187
29.00511	1.58324
29.00606	1.58725
29.01023	1.60640
29.02642	1.68488
29.03136	1.70517
29.05247	1.78640
29.06711	1.84041
29.08257	1.88767
29.08783	1.90300
29.09637	1.92646
29.11848	1.97780
29.12340	1.98846
29.13386	2.01004
29.17679	2.08859
29.20117	2.13022
29.20145	2.13067
29.20318	2.13347
29.23882	2.18855
29.24277	2.19392
29.30491	2.27500
29.31596	2.28791
29.37312	2.34670
29.37991	2.35368
29.40366	2.37578
29.41567	2.38627
29.44587	2.41039
29.51905	2.46355
29.54766	2.48329
29.58847	2.51014
29.61204	2.52512
29.63919	2.54226
29.69886	2.57952
29.71376	2.58824
29.77806	2.62401
29.81543	2.64384
29.82630	2.64922
29.89384	2.68085
29.91687	2.69115
29.98585	2.71763
30.01815	2.72878
30.04218	2.73659
30.06867	2.74453
30.11921	2.76043
30.13741	2.76658
30.17702	2.78046
30.22028	2.79588
30.25015	2.80900
30.29088	2.82689
30.32165	2.84165
30.35297	2.86001
30.37953	2.87775
30.42368	2.91037
30.46697	2.95205
30.47168	2.95773
30.52441	3.03206
30.52690	3.03566
30.53818	3.05365
30.54012	3.05748
30.57827	3.14198
30.58570	3.15804
30.59685	3.18203
30.63531	3.25848
30.67333	3.31283
30.70914	3.35798
30.72022	3.37106
30.73562	3.38592
30.76213	3.41020
30.82651	3.46511
30.83802	3.47376
30.91294	3.52230
30.91342	3.52260
30.93992	3.53942
30.96403	3.55265
30.98680	3.56317
31.04137	3.58546
31.11992	3.61305
31.14253	3.62064
31.14938	3.62296
31.21915	3.64461
31.23516	3.64943
31.32060	3.67550
31.34461	3.68221
31.41929	3.69955
31.44545	3.70426
31.51580	3.71313
31.54612	3.71586
31.56543	3.71724
31.63132	3.72109
31.64665	3.72166
31.74072	3.72468
31.74707	3.72483
31.75633	3.72505
31.84748	3.72660
31.87999	3.72734
31.88540	3.72746
31.94787	3.72796
32.01228	3.72738
32.04820	3.72633
32.08673	3.72427
32.14838	3.71903
32.20382	3.71321
32.24848	3.70792
32.28549	3.70335
32.30571	3.70061
32.34854	3.69451
32.38236	3.68933
32.43193	3.68160
32.44855	3.67892
32.45663	3.67758
32.54847	3.66122
32.56939	3.65726
32.64834	3.64078
32.68310	3.63301
32.74817	3.61691
32.79798	3.60309
32.84645	3.58936
32.86586	3.58349
32.89002	3.57619
32.92688	3.56473
32.94755	3.55747
33.03070	3.52882
33.04713	3.52297
33.13915	3.48965
33.14668	3.48685
33.20226	3.46488
33.21336	3.46042
33.24617	3.44717
33.26707	3.43756
33.34555	3.40041
33.43015	3.35753
33.44857	3.34818
33.47286	3.33580
33.54392	3.29887
33.58167	3.27864
33.65537	3.23728
33.68712	3.21829
33.73553	3.18794
33.74194	3.18386
33.77025	3.16485
33.80028	3.14468
33.82615	3.12773
33.84076	3.11819
33.88301	3.08910
33.93953	3.04986
33.95232	3.04094
33.98384	3.01891
34.00498	3.00425
34.03840	2.98048
34.05222	2.96968
34.12586	2.90898
34.13461	2.90121
34.13681	2.89923
34.22926	2.81009
34.23576	2.80351
34.32867	2.70225
34.33320	2.69705
34.36937	2.65460
34.43046	2.58013
34.44733	2.55923
34.48627	0.26726
34.48823	0.23807
34.49002	0.23119
34.49163	2.50295
34.49865	0.33337
34.50042	2.49159
34.50556	2.48494
34.50958	2.47985
34.52642	0.40696
34.52789	2.45464
34.53529	0.43422
34.54566	0.49151
34.54744	2.42598
34.55043	0.53618
34.55449	0.57592
34.55828	0.13942
34.55860	0.60734
34.56264	0.63825
34.57059	0.67123
34.57465	0.12537
34.57625	0.12405
34.57771	2.37956
34.58875	0.73061
34.60627	2.33023
34.60663	0.77285
34.62752	2.29214
34.63379	0.82965
34.63701	2.27474
34.63884	0.84011
34.64723	2.25492
34.65254	0.86738
34.67427	0.07303
34.68458	2.18052
34.68850	2.17229
34.68952	2.17011
34.68959	0.94047
34.69416	0.95098
34.70729	0.98070
34.71518	2.11004
34.72083	2.09650
34.73044	2.07338
34.73083	1.04128
34.73327	2.06595
34.73847	0.05536
34.74593	1.08413
34.74705	2.02654
34.76309	1.14235
34.76782	1.96211
34.76983	1.16873
34.77401	0.04912
34.78612	1.24386
34.78753	1.88856
34.78772	1.25313
34.79401	1.8585
34.79456	1.29737
34.79737	1.84034
34.79958	1.33732
34.80054	1.34574
34.80067	1.34702
34.80539	1.40387
34.80693	1.42525
34.80827	1.4479
34.80957	1.76309
34.81142	1.5053
34.81245	1.7383
34.81291	1.7338
34.81393	1.55015
34.81442	1.56309
34.81657	1.62021
34.81673	1.65988
34.81675	1.65253
34.85127	0.04057
34.8741	0.03885
34.9615	0.03252
34.9743	0.03185
35.03627	0.02962
35.07092	0.02837
35.07458	0.02825
35.11618	0.02712
35.17488	0.0258
35.26334	0.02349
35.27519	0.02322
35.35634	0.02205
35.37552	0.01
35.44936	0
35.47584	0
35.50678	0
35.57615	0
35.63534	0
35.67648	0
35.72837	0
35.7768	0
35.82142	0
35.87715	0
35.91476	0
35.97754	0
36.00838	0
36.03609	0
36.07792	0
36.10183	0
36.17826	0
36.26778	0
36.27857	0
36.37698	0
36.37886	0
36.40051	0
36.47335	0
36.47917	0
36.56677	0
36.57955	0
36.66044	0
36.67995	0
36.75396	0
36.78033	0
36.84729	0
36.88068	0
36.94052	0
36.98102	0
37.0337	0
37.03596	0
37.08136	0
37.12689	0
37.18171	0
37.20861	0
37.24625	0
37.28206	0
37.36657	0
37.38242	0
37.47332	0
37.48174	0
37.48277	0
37.49364	0
37.58312	0
37.66792	0
37.68352	0
37.73673	0
37.78092	0
37.78395	0
37.87481	0
37.88438	0
37.96827	0
37.98475	0
38.03584	0
38.06139	0
38.08507	0
38.15456	0
38.18541	0
38.24781	0
38.28576	0
38.34091	0
38.38609	0
38.43386	0
38.48641	0
38.52692	0
38.58674	0
38.61997	0
38.68706	0
38.71299	0
38.78741	0
38.80628	0
38.88781	0
38.89996	0
38.98824	0
38.994	0
39.03568	0
39.07571	0
39.08782	0
39.08865	0
39.18112	0
39.19064	0
39.27705	0
39.28936	0
39.36689	0
39.38971	0
39.39383	0
39.4654	0
39.49004	0
39.50349	0
39.56829	0
39.5904	0
39.64154	0
39.69078	0
39.76873	0
39.79119	0
39.82959	0
39.89164	0
39.93168	0
39.99206	0
