x	z
3.06352	2.40624
3.06618	2.40640
3.12370	2.41128
3.16221	2.41816
3.16416	2.41863
3.16499	2.41884
3.17632	2.42171
3.17868	2.42260
3.26563	2.45518
3.27457	2.46041
3.36504	2.53330
3.36760	2.53564
3.37338	2.54093
3.38912	2.55837
3.44235	2.63391
3.45739	2.65802
3.47139	2.68470
3.48144	2.70304
3.48858	2.71926
3.50713	2.75848
3.52758	2.80426
3.55142	2.85916
3.56315	2.88594
3.57689	2.91589
3.59754	2.95985
3.60624	2.97458
3.66291	3.05958
3.66389	3.06099
3.68108	3.08010
3.69008	3.08800
3.78352	3.16311
3.79526	3.16986
3.84739	3.19984
3.88514	3.21880
3.93846	3.24342
3.95985	3.25251
3.98645	3.26312
4.06125	3.29120
4.08761	3.30008
4.10789	3.30663
4.18865	3.32923
4.22890	3.33803
4.24866	3.34283
4.28962	3.35249
4.37336	3.37008
4.39041	3.37301
4.40334	3.37514
4.49107	3.38661
4.49944	3.38728
4.59152	3.39051
4.59357	3.39054
4.62066	3.39065
4.68681	3.38998
4.69186	3.38996
4.75704	3.38993
4.78013	3.38992
4.79223	3.38984
4.87319	3.38869
4.89255	3.38825
4.91530	3.38762
4.99280	3.38362
5.02507	3.38175
5.09301	3.37690
5.13541	3.37339
5.19319	3.36812
5.24630	3.36227
5.29330	3.35705
5.35760	3.34914
5.39338	3.34456
5.46950	3.33304
5.49337	3.32890
5.58273	3.31005
5.59323	3.30770
5.59719	3.30683
5.66124	3.29194
5.66688	3.29060
5.69369	3.28423
5.69601	3.28368
5.74727	3.27150
5.78733	3.26198
5.79286	3.26057
5.81144	3.25536
5.89251	3.23023
5.92788	3.21814
5.99208	3.19485
6.02185	3.18378
6.07483	3.16298
6.09156	3.15612
6.16441	3.12469
6.19089	3.11301
6.28440	3.07001
6.29052	3.06715
6.31707	3.05416
6.31889	3.05328
6.31907	3.05319
6.38399	3.02234
6.38952	3.01959
6.40546	3.01145
6.48877	2.96805
6.51436	2.95374
6.53483	2.94200
6.56688	2.92400
6.58780	2.91204
6.65207	2.87137
6.65800	2.86755
6.69156	2.84594
6.71145	2.83225
6.72688	2.82152
6.78548	2.78048
6.78883	2.77807
6.80913	2.76334
6.85409	2.73012
6.86508	2.72186
6.88419	2.70721
6.90723	2.68920
6.99047	2.62362
7.00067	2.61544
7.03885	2.58280
7.08136	2.54616
7.09170	2.53696
7.12334	2.50804
7.13496	2.49717
7.17951	2.45478
7.18166	2.45270
7.19778	2.43685
7.22832	2.40622
7.23365	2.40087
7.23837	2.39613
7.27749	2.35567
7.29534	2.33693
7.33537	2.29408
7.35738	2.26944
7.37524	2.24830
7.40668	2.21032
7.40805	2.20866
7.42502	2.18790
7.43674	2.17331
7.47284	2.12520
7.47637	2.12025
7.50212	2.08243
7.50226	2.08223
7.50274	2.08150
7.57172	1.97708
7.59758	1.93381
7.63157	1.87218
7.64292	1.85114
7.66643	1.80842
7.67420	1.79494
7.69074	1.76728
7.72993	1.69928
7.75063	1.66239
7.76027	1.64238
7.76303	1.63700
7.79482	1.57912
7.80786	1.55764
7.83202	1.51845
7.85967	1.47471
7.86579	1.46603
7.87832	1.45222
7.94017	1.40229
7.95798	1.39322
7.96398	1.39215
8.05192	1.37634
8.05803	1.37701
8.06368	1.37781
8.15930	1.41456
8.16265	1.41668
8.18311	1.43965
8.20197	1.46437
8.26265	1.54788
8.28393	1.57939
8.32383	1.63886
8.33829	1.65918
8.36634	1.69629
8.38980	1.72641
8.39952	1.73825
8.44140	1.78740
8.46965	1.82060
8.48358	1.83731
8.50311	1.86000
8.56995	1.93636
8.57263	1.93903
8.63277	1.99583
8.66688	2.02500
8.67512	2.03205
8.67819	2.03453
8.77223	2.09969
8.77698	2.10279
8.81410	2.12399
8.82633	2.13085
8.87877	2.15891
8.89323	2.16607
8.98029	2.20754
9.00200	2.21734
9.01918	2.22516
9.08170	2.25231
9.10125	2.26059
9.18301	2.29476
9.21955	2.30845
9.24451	2.31842
9.28435	2.33425
9.35602	2.36149
9.38552	2.37200
9.40778	2.37978
9.48664	2.40596
9.50243	2.41057
9.57594	2.42877
9.58773	2.43169
9.60721	2.43592
9.68845	2.45099
9.70465	2.45383
9.78919	2.46799
9.80155	2.46982
9.88985	2.48165
9.89771	2.48245
10.01119	2.49156
10.01517	2.49185
10.03204	2.49293
10.09090	2.49584
10.18149	2.49896
10.19134	2.49919
10.27502	2.49986
10.29171	2.49950
10.31140	2.49885
10.39195	2.49439
10.42122	2.49210
10.49212	2.48629
10.54083	2.48313
10.57024	2.48230
10.59243	2.48167
10.64660	2.48466
10.69307	2.49166
10.74572	2.50802
10.79438	2.52833
10.81519	2.53914
10.84612	2.55956
10.87252	2.58087
10.89659	2.60467
10.92874	2.63986
10.94401	2.65842
10.96013	2.68080
11.00680	2.75515
11.00894	2.75843
11.07919	2.85341
11.08272	2.85794
11.08288	2.85815
11.10344	2.87940
11.17752	2.94610
11.19023	2.95636
11.20623	2.96836
11.22260	2.98163
11.30805	3.05250
11.30939	3.05360
11.31294	3.05647
11.32949	3.06988
11.41028	3.13535
11.43168	3.15146
11.49157	3.19262
11.51209	3.20630
11.53363	3.21964
11.58475	3.24789
11.61373	3.26149
11.66303	3.28080
11.71512	3.29996
11.76406	3.31499
11.80592	3.32588
11.81615	3.32810
11.85439	3.33637
11.91707	3.34964
11.93286	3.35258
11.99021	3.36153
12.01777	3.36502
12.05632	3.36882
12.11831	3.37428
12.15154	3.37626
12.21878	3.37981
12.24578	3.38033
12.25488	3.38022
12.31916	3.37948
12.40648	3.37139
12.41929	3.36980
12.51856	3.35261
12.51933	3.35246
12.52017	3.35230
12.52431	3.35151
12.61912	3.33138
12.69795	3.31424
12.71898	3.30957
12.76189	3.30018
12.81883	3.28720
12.85771	3.27786
12.89819	3.26797
12.91864	3.26268
12.97514	3.24777
13.01840	3.23444
13.03674	3.22875
13.07377	3.21505
13.11789	3.19796
13.15023	3.18329
13.17185	3.17336
13.21716	3.15167
13.22167	3.14943
13.22377	3.14838
13.24290	3.13880
13.29937	3.11025
13.31635	3.10155
13.34751	3.08511
13.37550	3.07124
13.41545	3.05109
13.45480	3.02872
13.51972	2.99096
13.56755	2.96111
13.59861	2.94127
13.61344	2.93179
13.66598	2.89572
13.71227	2.86371
13.72928	2.85191
13.73523	2.84777
13.80902	2.79631
13.84210	2.77255
13.88357	2.74308
13.90974	2.72388
13.96154	2.68430
14.00839	2.64797
14.02500	2.63469
14.05872	2.60681
14.07754	2.59126
14.10647	2.56728
14.14966	2.53018
14.15327	2.52712
14.20535	2.48416
14.22164	2.47158
14.25757	2.44396
14.29265	2.41841
14.30404	2.41099
14.32918	2.39691
14.38349	2.36720
14.40251	2.35922
14.40519	2.35923
14.45962	2.34652
14.50328	2.34255
14.53609	2.34865
14.60346	2.37027
14.61034	2.37388
14.65515	2.40297
14.70607	2.43774
14.72178	2.44902
14.74367	2.46288
14.80790	2.50032
14.80802	2.50039
14.85077	2.52115
14.90765	2.55028
14.91044	2.55184
14.91951	2.55777
14.97745	2.59568
15.01159	2.62034
15.02557	2.63113
15.03404	2.63763
15.10275	2.69320
15.11368	2.70180
15.11717	2.70456
15.14340	2.72490
15.19499	2.76319
15.21583	2.77856
15.23182	2.79021
15.24840	2.80230
15.29937	2.84010
15.31782	2.85357
15.36257	2.88744
15.40409	2.91837
15.41092	2.92340
15.41872	2.92914
15.42005	2.93013
15.49549	2.98450
15.49777	2.98609
15.52170	3.00300
15.52209	3.00326
15.61307	3.06134
15.63421	3.07426
15.63655	3.07564
15.64542	3.08091
15.72551	3.12499
15.73714	3.13127
15.73760	3.13152
15.81141	3.16981
15.82518	3.17591
15.82716	3.17680
15.83681	3.18124
15.92507	3.22088
15.92857	3.22232
15.94626	3.22973
16.02947	3.26185
16.04888	3.26921
16.13101	3.30039
16.15043	3.30749
16.23222	3.33609
16.28302	3.35142
16.31615	3.36083
16.33328	3.36534
16.38445	3.37633
16.43325	3.38458
16.44790	3.38653
16.53470	3.39521
16.54344	3.39580
16.63516	3.39948
16.63775	3.39953
16.67209	3.39998
16.68917	3.39989
16.73553	3.39964
16.74068	3.39955
16.83583	3.39647
16.85016	3.39573
16.93605	3.38877
16.96135	3.38528
17.03606	3.37096
17.07545	3.36001
17.13576	3.34105
17.17824	3.32518
17.22218	3.30851
17.23519	3.30359
17.31015	3.27337
17.33459	3.26313
17.34483	3.25870
17.37563	3.24582
17.43394	3.22014
17.45467	3.21165
17.45842	3.20991
17.52997	3.17596
17.53327	3.17423
17.55017	3.16530
17.63241	3.11996
17.63479	3.11859
17.64614	3.11209
17.66416	3.10094
17.70671	3.07344
17.73147	3.05649
17.76125	3.03505
17.82457	2.98833
17.82996	2.98423
17.92215	2.90930
17.92599	2.90615
17.92851	2.90409
17.94957	2.88591
17.95191	2.88382
18.01127	2.83072
18.02681	2.81694
18.05242	2.79359
18.07069	2.77649
18.10230	2.74541
18.12525	2.72219
18.15875	2.68552
18.17203	2.67005
18.21477	2.61563
18.22279	2.60523
18.25260	2.56419
18.25267	2.56409
18.25341	2.56303
18.32555	2.45871
18.34592	2.42843
18.36534	2.39957
18.39582	2.35334
18.40468	2.33965
18.41714	2.31996
18.45007	2.26288
18.45778	2.24838
18.48998	2.18410
18.51326	2.13564
18.54455	2.06494
18.55501	2.03941
18.57543	1.98871
18.59845	1.92968
18.60815	1.90268
18.61598	1.87951
18.63194	1.83122
18.64968	1.77891
18.66801	1.72729
18.69104	1.67192
18.70591	1.64162
18.71800	1.62303
18.75865	1.57922
18.79622	1.54676
18.80016	1.54335
18.81348	1.53535
18.88760	1.50972
18.90018	1.50921
18.91047	1.51034
18.99067	1.54840
19.00207	1.55658
19.01949	1.57292
19.04400	1.60925
19.06248	1.63435
19.10491	1.69285
19.11619	1.70892
19.14556	1.75186
19.18388	1.80871
19.19735	1.82894
19.20874	1.84574
19.24674	1.90094
19.25213	1.90834
19.26486	1.92556
19.31249	1.98707
19.32856	2.00763
19.33099	2.01020
19.33586	2.01536
19.41388	2.09521
19.42141	2.10233
19.42577	2.10627
19.48720	2.15615
19.50347	2.16936
19.51768	2.18087
19.53461	2.19416
19.54749	2.20364
19.60481	2.24405
19.61975	2.25397
19.66063	2.27970
19.69321	2.30000
19.72170	2.31740
19.76094	2.33998
19.83429	2.38151
19.86062	2.39548
19.90669	2.42069
19.92509	2.43069
19.97370	2.45632
20.02646	2.48196
20.04723	2.49047
20.09937	2.51008
20.12781	2.51974
20.17788	2.53371
20.22892	2.54832
20.26387	2.55915
20.32187	2.58095
20.33004	2.58579
20.35885	2.60432
20.36875	2.61289
20.43239	2.66797
20.44164	2.67901
20.47562	2.74848
20.48632	2.77990
20.49128	2.79675
20.50683	2.87904
20.50728	2.88157
20.50740	2.88222
20.52467	2.98334
20.52869	3.00211
20.54124	3.05747
20.54536	3.07417
20.54853	3.08493
20.56706	3.13463
20.59071	3.18570
20.61749	3.23262
20.65412	3.28556
20.72387	3.36234
20.74612	3.38429
20.74969	3.38765
20.79042	3.42456
20.83405	3.46097
20.85217	3.47610
20.85966	3.48222
20.94682	3.55056
20.95425	3.55633
20.97423	3.57159
20.98582	3.57946
21.05026	3.61994
21.05620	3.62328
21.07725	3.63531
21.11910	3.65970
21.14989	3.67536
21.15779	3.67917
21.18950	3.69306
21.24806	3.71462
21.25902	3.71814
21.28431	3.72627
21.36012	3.74675
21.39026	3.75423
21.44118	3.76568
21.46104	3.76974
21.49870	3.77755
21.56191	3.79011
21.56762	3.79132
21.65120	3.80896
21.66272	3.81124
21.67832	3.81427
21.74664	3.82731
21.76351	3.83053
21.77567	3.83254
21.87184	3.84667
21.89317	3.84965
21.96488	3.85815
22.02745	3.86416
22.06351	3.86700
22.06544	3.86714
22.15791	3.87167
22.16591	3.87195
22.25157	3.87301
22.26629	3.87292
22.28362	3.87266
22.36658	3.87012
22.39297	3.86877
22.46679	3.86388
22.50315	3.86086
22.56694	3.85467
22.61428	3.84911
22.66702	3.84201
22.68396	3.83934
22.73118	3.83017
22.74115	3.82820
22.76693	3.82310
22.81990	3.81167
22.86680	3.80131
22.95422	3.77971
22.96661	3.77649
23.04719	3.75467
23.06341	3.75009
23.06475	3.74971
23.06635	3.74926
23.06931	3.74841
23.16605	3.71983
23.20909	3.70576
23.24972	3.69159
23.26564	3.68564
23.28819	3.67674
23.34261	3.65376
23.36506	3.64377
23.42321	3.61580
23.46433	3.59574
23.49757	3.57918
23.52716	3.56312
23.56352	3.54171
23.59256	3.52433
23.63648	3.49777
23.66997	3.47652
23.67629	3.47250
23.68184	3.46885
23.75132	3.41900
23.76119	3.41156
23.79125	3.38757
23.83152	3.35478
23.85962	3.33062
23.88286	3.30931
23.94876	3.24454
23.95779	3.23522
24.01888	3.16861
24.02816	3.15828
24.03865	3.14671
24.05556	3.12704
24.09275	3.08228
24.13024	3.03563
24.15300	3.00656
24.19022	2.95767
24.20771	2.93457
24.23707	2.89383
24.25214	2.87136
24.27781	2.82952
24.28118	2.82370
24.29336	2.80264
24.33041	2.73741
24.33770	2.72458
24.34716	2.70686
24.36433	2.67197
24.38800	2.61993
24.40704	2.57608
24.43089	2.51580
24.43726	2.49751
24.44237	2.48187
24.46436	2.41264
24.46455	2.41196
24.46509	2.41003
24.46726	2.40228
24.48659	2.32696
24.49086	2.30843
24.50429	2.24372
24.51095	2.20515
24.51699	2.16022
24.52341	2.10214
24.53011	1.69196
24.53021	2.00829
24.53045	1.73294
24.53065	1.62116
24.53074	1.99935
24.53128	1.77100
24.53161	1.78584
24.53162	1.98245
24.53322	1.92092
24.53327	1.58936
24.53349	1.89676
24.53349	1.86148
24.53385	1.58462
24.55604	1.50891
24.56483	1.49073
24.56779	1.48529
24.61482	1.44560
24.61930	1.44359
24.64053	1.43478
24.71893	1.41412
24.75755	1.40289
24.81239	1.38577
24.85483	1.37084
24.94005	1.34566
25.01794	1.32702
25.10603	1.29563
25.11751	1.29143
25.12195	1.28974
25.17791	1.26598
25.21699	1.25089
25.22923	1.24686
25.26819	1.23400
25.31670	1.22410
25.39403	1.23285
25.41755	1.23707
25.43530	1.24441
25.45817	1.25729
25.51932	1.29394
25.52934	1.30074
25.58411	1.34105
25.59074	1.34589
25.62127	1.36843
25.63150	1.37563
25.72329	1.43952
25.80743	1.49460
25.82505	1.50593
25.86851	1.53208
25.87225	1.53440
25.92306	1.56651
25.92695	1.56900
25.95437	1.58650
26.02880	1.63347
26.08392	1.66799
26.09539	1.67498
26.13068	1.69647
26.16702	1.71714
26.18496	1.72639
26.22510	1.74482
26.23221	1.74781
26.25888	1.75990
26.33367	1.79366
26.36991	1.80952
26.39943	1.82151
26.43484	1.83459
26.46471	1.84504
26.53609	1.86906
26.60804	1.89020
26.63700	1.89820
26.66240	1.90449
26.68998	1.91197
26.73798	1.92535
26.76429	1.93228
26.83894	1.95137
26.86313	1.95699
26.93974	1.97219
26.96061	1.97547
27.03940	1.98539
27.04039	1.98551
27.05652	1.98705
27.14093	1.99323
27.16015	1.99417
27.24136	1.99688
27.30060	1.99732
27.33881	1.99698
27.34172	1.99694
27.34514	1.99689
27.44203	1.99465
27.45433	1.99381
27.54221	1.98637
27.55476	1.98481
27.60956	1.97566
27.62174	1.97360
27.64215	1.96939
27.67792	1.96254
27.74206	1.94974
27.79273	1.93981
27.84196	1.92877
27.88134	1.91860
27.94160	1.89920
27.96808	1.88957
28.02289	1.86779
28.04896	1.85743
28.05587	1.85478
28.13988	1.82601
28.14043	1.82587
28.14069	1.82580
28.22945	1.80708
28.24056	1.80555
28.25390	1.80418
28.34094	1.80424
28.36201	1.80612
28.44158	1.81732
28.48728	1.82500
28.52950	1.83535
28.54248	1.83950
28.57577	1.85282
28.63323	1.88136
28.64372	1.88748
28.67943	1.91219
28.69918	1.93105
28.74685	1.99516
28.75393	2.00438
28.77175	2.03075
28.78578	2.04782
28.84993	2.12254
28.85711	2.12961
28.87645	2.14767
28.87981	2.15025
28.93177	2.19014
28.95203	2.20495
28.98418	2.22668
29.01613	2.24620
29.05422	2.26813
29.06566	2.27465
29.14808	2.32250
29.15584	2.32696
29.22167	2.36285
29.26316	2.38570
29.32235	2.41778
29.35685	2.43579
29.35910	2.43635
29.41667	2.46789
29.46875	2.49273
29.52342	2.51702
29.56181	2.53196
29.61552	2.55055
29.66301	2.56553
29.71766	2.58090
29.76695	2.59308
29.76924	2.59355
29.82421	2.60494
29.86488	2.61249
29.92613	2.62209
29.96563	2.62784
30.03152	2.63670
30.06626	2.64065
30.13785	2.64670
30.16678	2.64802
30.24619	2.64773
30.26714	2.64707
30.28487	2.64629
30.36737	2.64142
30.37693	2.64066
30.46753	2.63298
30.46852	2.63288
30.47881	2.63184
30.55947	2.62213
30.56762	2.62110
30.57763	2.61985
30.66767	2.60798
30.74089	2.59824
30.76213	2.59500
30.76771	2.59415
30.83114	2.58394
30.86765	2.57730
30.94892	2.56002
30.97100	2.55497
30.99592	2.54915
31.06726	2.53083
31.14290	2.51155
31.16711	2.50530
31.25761	2.48303
31.26694	2.48052
31.32591	2.46362
31.36663	2.45120
31.40406	2.43817
31.41506	2.43444
31.46456	2.41836
31.48983	2.41004
31.56592	2.38379
31.60673	2.36876
31.66533	2.34614
31.67509	2.34239
31.72163	2.32146
31.73109	2.31721
31.76194	2.30535
31.83947	2.28776
31.86466	2.28372
31.91242	2.29372
31.94344	2.31020
31.96656	2.32992
31.97805	2.34408
32.00721	2.37824
32.03555	2.40889
32.06906	2.44273
32.12013	2.49937
32.13096	2.51335
32.17252	2.56474
32.20480	2.60708
32.21130	2.61549
32.22706	2.63625
32.26230	2.67817
32.27555	2.69378
32.28589	2.70628
32.29765	2.71996
32.37814	2.80490
32.37837	2.80513
32.38013	2.80696
32.45392	2.88220
32.46664	2.89518
32.47608	2.90425
32.49332	2.92061
32.56591	2.98301
32.58346	2.99595
32.59108	3.00119
32.61126	3.01466
32.70293	3.07070
32.72748	3.08370
32.75534	3.09775
32.78664	3.11020
32.82438	3.12276
32.88758	3.14111
32.89580	3.14330
32.91697	3.14779
32.98856	3.16178
33.01407	3.16575
33.05696	3.17211
33.08934	3.17479
33.18416	3.17845
33.18982	3.17850
33.25790	3.17362
33.26698	3.17295
33.29006	3.17008
33.34579	3.16030
33.37106	3.15549
33.38998	3.15188
33.45873	3.13563
33.48983	3.12773
33.49368	3.12690
33.51057	3.12216
33.58946	3.09800
33.61570	3.08951
33.65479	3.07591
33.68907	3.06321
33.70524	3.05681
33.78880	3.02245
33.86513	2.98598
33.87691	2.98033
33.88789	2.97462
33.94224	2.94594
33.94729	2.94318
33.98635	2.91969
33.98678	2.91942
33.98684	2.91939
33.98689	2.91936
34.08897	2.85464
34.11772	2.83602
34.18489	2.79012
34.23805	2.75574
34.25270	2.74691
34.27037	2.73670
34.28353	2.72910
34.28775	2.72665
34.31752	2.70941
34.33638	2.69866
34.37691	2.67506
34.38260	2.67184
34.46586	2.62491
34.48164	2.61582
34.48635	2.61308
34.58066	2.55644
34.58489	2.55362
34.61038	2.53700
34.63561	2.51983
34.65552	2.50662
34.67940	2.49125
34.70039	2.47787
34.73624	2.45293
34.77808	2.42309
34.81400	2.39756
34.85019	2.37273
34.86370	2.36342
34.87581	2.35487
34.92191	2.32116
34.96563	2.28892
34.97566	2.28155
34.99151	2.27042
35.07344	2.21050
35.10410	2.18654
35.11208	2.18032
35.17128	2.13509
35.25147	2.07228
35.26908	2.05764
35.33302	2.00394
35.33745	2.00025
35.37008	1.97137
35.37722	1.96479
35.46113	1.88536
35.46838	1.87842
35.49052	1.85754
35.55107	1.79832
35.56652	1.78294
35.59706	1.75099
35.61676	1.73007
35.63124	1.71444
35.66448	1.67727
35.67813	1.66128
35.69205	1.64443
35.69339	1.64275
35.76219	1.55551
35.77455	1.53869
35.81110	1.48561
35.81159	1.48489
35.84431	1.43356
35.85963	1.40645
35.89943	1.32859
35.90397	1.31931
35.92065	1.28452
35.94867	1.22403
35.95483	1.21035
35.96303	1.19081
35.99462	1.11963
36.01749	1.07069
36.04247	1.01535
36.04997	0.99859
36.08321	0.91433
36.08447	0.91099
36.08662	0.90538
36.09475	0.88384
36.11700	0.82244
36.12231	0.80701
36.12543	0.79837
36.14484	0.74163
36.15196	0.71879
36.15643	0.70317
36.16957	0.65644
36.18362	0.59960
36.18914	0.57316
36.19061	0.56458
36.20237	0.49626
36.20720	0.46211
36.21617	0.39321
36.21872	0.37233
36.22747	0.29026
36.22892	0.27117
36.23350	0.24087
36.23952	0.20818
36.24596	0.18708
36.29078	0.09649
36.29982	0.08223
36.32894	0.05741
36.32972	0.05700
36.33213	0.05575
36.34536	0.04904
36.42917	0.01400
36.44471	0.00903
36.52886	0.00000
36.56012	0.00000
36.62611	0.00000
36.62882	0.00000
36.63603	0.00000
36.72889	0.00000
36.75914	0.00000
36.77513	0.00000
36.82909	0.00000
36.84386	0.00000
36.88202	0.00000
36.92937	0.00000
36.96052	0.00000
37.02971	0.00000
37.05356	0.00000
37.13002	0.00000
37.21982	0.00000
37.23033	0.00000
37.32717	0.00000
37.32936	0.00000
37.33067	0.00000
37.34484	0.00000
37.42143	0.00000
37.43101	0.00000
37.51723	0.00000
37.53130	0.00000
37.54783	0.00000
37.63161	0.00000
37.69862	0.00000
37.73197	0.00000
37.77477	0.00000
37.79812	0.00000
37.83239	0.00000
37.89195	0.00000
37.93279	0.00000
37.98041	0.00000
38.03310	0.00000
38.08949	0.00000
38.13340	0.00000
