x	z
2.59822	2.51466
2.61501	2.51792
2.69897	2.53231
2.71208	2.53431
2.79965	2.54613
2.83540	2.55008
2.84810	2.55123
2.90022	2.55525
2.95584	2.55793
2.99798	2.56015
3.00070	2.56033
3.09336	2.56855
3.10127	2.56987
3.19257	2.59357
3.20226	2.59715
3.20619	2.59865
3.27201	2.63616
3.27629	2.63892
3.30413	2.66029
3.30901	2.66539
3.32888	2.68616
3.37159	2.73451
3.37396	2.73757
3.40775	2.79082
3.41394	2.80088
3.43371	2.83428
3.46872	2.89887
3.48897	2.93456
3.49644	2.94763
3.51239	2.97240
3.53867	3.01086
3.55597	3.03426
3.59052	3.07380
3.61970	3.10654
3.64613	3.13319
3.69898	3.17982
3.71795	3.19584
3.72121	3.19849
3.76416	3.23085
3.77575	3.23947
3.81996	3.27152
3.82424	3.27432
3.91969	3.33414
3.92173	3.33536
3.98948	3.37423
3.99267	3.37606
4.01838	3.39037
4.02342	3.39318
4.07546	3.42089
4.07969	3.42296
4.12490	3.44279
4.12974	3.44475
4.22618	3.48163
4.23177	3.48353
4.32736	3.51116
4.33908	3.51447
4.42754	3.54066
4.42831	3.54089
4.43153	3.54182
4.52931	3.57004
4.53130	3.57054
4.60684	3.58781
4.63017	3.59270
4.68668	3.60302
4.69197	3.60390
4.73092	3.60943
4.82255	3.62074
4.83156	3.62150
4.91661	3.62417
4.93199	3.62384
4.94846	3.62309
4.95036	3.62301
5.03217	3.61592
5.06118	3.61194
5.13219	3.60001
5.15123	3.59659
5.21907	3.58127
5.23201	3.57816
5.24514	3.57500
5.29897	3.56108
5.33181	3.55195
5.40438	3.52876
5.43139	3.51965
5.52145	3.48601
5.53073	3.48254
5.57959	3.46390
5.57995	3.46376
5.58191	3.46296
5.63019	3.44206
5.64007	3.43779
5.72967	3.39888
5.80782	3.36486
5.82907	3.35502
5.83752	3.35101
5.89142	3.32503
5.89580	3.32289
5.92831	3.30696
6.00152	3.26827
6.02848	3.25395
6.05556	3.23938
6.06898	3.23229
6.12664	3.20243
6.14036	3.19503
6.22572	3.14778
6.24545	3.13570
6.25667	3.12866
6.30838	3.09623
6.32459	3.08576
6.39396	3.03842
6.42345	3.01742
6.43981	3.00526
6.52201	2.94111
6.52592	2.93808
6.56047	2.91131
6.56490	2.90773
6.58810	2.88889
6.61738	2.86469
6.62064	2.86196
6.67220	2.81847
6.68912	2.80366
6.71198	2.78329
6.71917	2.77673
6.72502	2.77109
6.76108	2.73629
6.80930	2.68891
6.81741	2.68050
6.88764	2.60346
6.89972	2.59008
6.90218	2.58732
6.91514	2.57192
6.93494	2.54794
6.97663	2.49714
6.98728	2.48405
6.99181	2.47850
7.01291	2.45146
7.03206	2.42594
7.06680	2.37845
7.09027	2.34462
7.11027	2.31491
7.13028	2.28354
7.13661	2.27301
7.14884	2.25227
7.19257	2.17634
7.20327	2.15707
7.20654	2.15114
7.21066	2.14360
7.25180	2.06327
7.28077	1.99761
7.29594	1.95952
7.30216	1.94389
7.32531	1.87694
7.33248	1.85493
7.35794	1.77288
7.36307	1.75550
7.36434	1.75116
7.38819	1.66631
7.39555	1.63830
7.40534	1.59891
7.41778	1.54410
7.43335	1.47057
7.43909	1.44074
7.44824	0.42286
7.44831	0.41557
7.44834	0.41347
7.44981	0.51799
7.45068	0.54495
7.45249	0.31294
7.45364	1.34542
7.45372	0.62029
7.45466	1.33758
7.45496	1.33520
7.45617	0.66857
7.45719	0.27499
7.45946	0.72253
7.46149	0.75255
7.46484	1.23468
7.46513	0.23639
7.46570	0.82475
7.46638	0.83651
7.46735	1.20159
7.46919	0.89033
7.47044	0.92044
7.47061	1.13195
7.47065	0.92702
7.47097	0.93732
7.47178	0.98141
7.47239	1.06894
7.47266	1.02941
7.47341	0.20997
7.51637	0.13764
7.53803	0.10479
7.55422	0.08835
7.56061	0.08427
7.62461	0.05261
7.65971	0.03524
7.65978	0.03522
7.65980	0.03521
7.75980	0.01980
7.84299	0.01981
7.86018	0.02063
7.93790	0.02680
7.96073	0.02964
8.03441	0.04160
8.06144	0.04674
8.07707	0.04986
8.10949	0.05616
8.16233	0.06780
8.20406	0.07737
8.25368	0.09088
8.26252	0.09565
8.36139	0.16994
8.36406	0.17310
8.36562	0.17503
8.41139	0.27093
8.41240	0.27362
8.41378	0.27738
8.42002	0.29573
8.43768	0.36198
8.44071	0.37487
8.44155	0.37885
8.45578	0.44631
8.46173	0.48283
8.47211	0.56321
8.47414	0.57848
8.47526	0.58659
8.48848	0.68038
8.50626	0.78051
8.50656	0.78209
8.50676	0.78308
8.50772	0.78796
8.52544	0.86751
8.52923	0.88363
8.54646	0.95196
8.55509	0.98504
8.57289	1.05072
8.58333	1.08640
8.58736	1.09968
8.61426	1.17710
8.61831	1.18745
8.62562	1.20582
8.66193	1.28809
8.66363	1.29185
8.66921	1.30408
8.68769	1.34318
8.69365	1.35578
8.69750	1.36362
8.71071	1.38856
8.75051	1.46083
8.76657	1.48871
8.77262	1.49953
8.79835	1.54307
8.81757	1.57371
8.82729	1.58868
8.85341	1.63135
8.89327	1.69951
8.90247	1.71483
8.94903	1.78050
8.95525	1.78857
8.99980	1.83901
9.00595	1.84567
9.04628	1.88693
9.04655	1.88718
9.04778	1.88832
9.05938	1.89899
9.10666	1.94059
9.10859	1.94224
9.15255	1.97821
9.16079	1.98495
9.20699	2.02209
9.21091	2.02518
9.26357	2.06608
9.28525	2.08236
9.31256	2.10152
9.31555	2.10360
9.34080	2.12119
9.41498	2.17339
9.42361	2.17914
9.49102	2.22000
9.51675	2.23436
9.55344	2.25262
9.59993	2.27459
9.61820	2.28240
9.66231	2.30094
9.71962	2.32327
9.76310	2.34007
9.82079	2.36085
9.83840	2.36701
9.90267	2.38871
9.92189	2.39469
9.96538	2.40860
10.02295	2.42620
10.06689	2.43915
10.11298	2.45226
10.12407	2.45613
10.12844	2.45764
10.20014	2.48613
10.22551	2.49832
10.22758	2.49958
10.25899	2.51875
10.30334	2.55234
10.32615	2.57776
10.36379	2.63520
10.37299	2.65240
10.38616	2.68115
10.41283	2.75341
10.42964	2.79348
10.43310	2.80267
10.44429	2.83652
10.45059	2.85437
10.48392	2.93632
10.49172	2.95509
10.51846	3.01658
10.53585	3.05581
10.53955	3.06437
10.56729	3.12743
10.57991	3.15640
10.59404	3.19051
10.62141	3.25725
10.63938	3.30510
10.64555	3.32062
10.66146	3.35809
10.66835	3.37410
10.67040	3.37882
10.69953	3.44574
10.70576	3.45882
10.70921	3.46595
10.75076	3.54337
10.76000	3.55909
10.79993	3.61637
10.83506	3.66538
10.85472	3.69109
10.89791	3.74175
10.91222	3.75783
10.93658	3.78456
10.95777	3.80661
10.96360	3.81270
11.00927	3.85639
11.02467	3.86975
11.06015	3.89786
11.06705	3.90269
11.14469	3.95332
11.15000	3.95639
11.25726	4.00871
11.26360	4.01146
11.26664	4.01277
11.36199	4.04695
11.36483	4.04780
11.36758	4.04847
11.45790	4.07066
11.46578	4.07232
11.55486	4.08674
11.56652	4.08824
11.65043	4.09666
11.66712	4.09798
11.74524	4.10328
11.76763	4.10438
11.83926	4.10641
11.86803	4.10669
11.90142	4.10623
11.96829	4.10269
12.02424	4.09840
12.06845	4.09447
12.12182	4.09014
12.16862	4.08620
12.23247	4.08069
12.26878	4.07698
12.34395	4.06662
12.36062	4.06393
12.36881	4.06261
12.45683	4.04516
12.46872	4.04262
12.55243	4.02319
12.56855	4.01935
12.57086	4.01880
12.66563	3.99575
12.67938	3.99243
12.76419	3.97193
12.79944	3.96366
12.86800	3.94752
12.91404	3.93582
12.96775	3.92078
13.00450	3.90931
13.06372	3.88947
13.10782	3.87267
13.13455	3.86205
13.16680	3.84900
13.26233	3.80739
13.26533	3.80603
13.26618	3.80564
13.26699	3.80527
13.28178	3.79856
13.31682	3.78183
13.36547	3.75861
13.37443	3.75398
13.44460	3.71547
13.46460	3.70380
13.50067	3.68195
13.55479	3.64933
13.56353	3.64403
13.63635	3.59812
13.66251	3.58115
13.66715	3.57812
13.72375	3.54007
13.72895	3.53658
13.75756	3.51774
13.76133	3.51497
13.76246	3.51412
13.86090	3.43779
13.86789	3.43180
13.93315	3.37255
13.96440	3.34311
13.98318	3.32465
14.01248	3.29506
14.05635	3.24955
14.08434	3.21964
14.08600	3.21778
14.11290	3.18803
14.11862	3.18170
14.15426	3.14141
14.15861	3.13624
14.17744	3.11153
14.19939	3.08271
14.25672	3.00584
14.28464	2.96387
14.32435	2.90058
14.34429	2.86553
14.34849	2.85775
14.37419	2.80929
14.38104	2.79577
14.41945	2.71604
14.43072	2.69131
14.43464	2.68217
14.44434	2.65816
14.45910	2.62361
14.47428	2.58704
14.48827	2.55047
14.51233	2.48294
14.53667	2.40487
14.54372	2.38071
14.54417	2.37915
14.56398	2.30646
14.56543	2.30112
14.57219	2.27555
14.58670	2.21796
14.59741	2.17214
14.61259	2.09728
14.61826	2.06876
14.62032	2.05809
14.63004	2.00339
14.63047	2.00095
14.63446	1.97811
14.63652	1.96550
14.63714	1.96158
14.65190	1.86241
14.65698	1.82681
14.66512	1.75939
14.67284	1.69261
14.67669	1.65645
14.68576	1.55880
14.68621	1.55356
14.68760	1.53602
14.69367	1.45078
14.69572	1.42535
14.70307	1.34786
14.70678	1.31827
14.70689	1.31735
14.71266	1.28439
14.71948	1.26694
14.73545	1.24338
14.79463	1.19502
14.81190	1.18731
14.82467	1.18526
14.91254	1.19866
14.92169	1.19918
15.01292	1.19948
15.03596	1.19707
15.11295	1.18479
15.12197	1.18349
15.21305	1.17137
15.22065	1.17362
15.28735	1.22140
15.30992	1.24703
15.31515	1.25379
15.34356	1.30070
15.35218	1.31653
15.35483	1.32124
15.35921	1.32899
15.41030	1.42142
15.41980	1.44247
15.43595	1.47710
15.44997	1.50585
15.45785	1.52201
15.48396	1.57391
15.51335	1.63061
15.52490	1.65170
15.56067	1.71016
15.56890	1.72238
15.59075	1.75299
15.62889	1.80209
15.64466	1.82176
15.65150	1.82989
15.69793	1.88471
15.73210	1.92382
15.75968	1.95355
15.80682	2.00199
15.82040	2.01599
15.82358	2.01936
15.83492	2.03001
15.90791	2.09535
15.93729	2.11982
15.95510	2.13394
16.04401	2.19970
16.06485	2.21454
16.10716	2.24194
16.11519	2.24714
16.14134	2.26293
16.16886	2.27958
16.21946	2.31040
16.24311	2.32436
16.30097	2.35476
16.34469	2.37634
16.35969	2.38307
16.42040	2.40916
16.44599	2.42004
16.50918	2.44805
16.54740	2.46465
16.56818	2.47394
16.61649	2.49907
16.63266	2.50850
16.64882	2.51991
16.71000	2.57857
16.72606	2.59726
16.74818	2.64349
16.75238	2.65417
16.76689	2.69719
16.76703	2.69796
16.76746	2.70067
16.76935	2.71346
16.77634	2.78467
16.77742	2.80001
16.78027	2.86868
16.78029	2.86910
16.78168	2.90230
16.78355	2.95474
16.78594	3.00460
16.78867	3.03671
16.79756	3.10661
16.80011	3.12085
16.81607	3.19071
16.82012	3.20518
16.82097	3.20811
16.84985	3.28985
16.85714	3.30910
16.86863	3.33531
16.88346	3.36731
16.90389	3.40961
16.93104	3.45999
16.96017	3.50985
16.96264	3.51448
16.97322	3.53013
17.01954	3.59340
17.03169	3.60938
17.06426	3.64776
17.07652	3.66107
17.12066	3.70528
17.12376	3.70808
17.13102	3.71453
17.17443	3.75141
17.17913	3.75540
17.18115	3.75697
17.23158	3.79396
17.24659	3.80465
17.24791	3.80560
17.28116	3.82746
17.28503	3.82980
17.38294	3.88767
17.40469	3.89885
17.40924	3.90121
17.47734	3.93739
17.48457	3.94106
17.49821	3.94794
17.59157	3.99369
17.59681	3.99610
17.67463	4.02995
17.68733	4.03503
17.70584	4.04218
17.78848	4.07042
17.84038	4.08392
17.85798	4.08868
17.88950	4.09710
17.90591	4.10108
17.99044	4.12079
18.00436	4.12391
18.08519	4.14120
18.09131	4.14251
18.10237	4.14465
18.19206	4.15988
18.19938	4.16091
18.29269	4.17192
18.29784	4.17235
18.36451	4.17697
18.39320	4.17834
18.48391	4.18087
18.49362	4.18096
18.57715	4.18037
18.59396	4.17989
18.66955	4.17610
18.69420	4.17435
18.72371	4.17213
18.79434	4.16561
18.83435	4.16183
18.89443	4.15531
18.95989	4.14875
18.99457	4.14471
19.01359	4.14277
19.06053	4.13697
19.08035	4.13452
19.09464	4.13276
19.16829	4.12174
19.19461	4.11742
19.28120	4.10124
19.29456	4.09840
19.38870	4.07672
19.39445	4.07528
19.39529	4.07507
19.49411	4.04842
19.58884	4.01886
19.59384	4.01723
19.59562	4.01666
19.66551	3.99270
19.69330	3.98224
19.74513	3.96121
19.79268	3.94039
19.81779	3.92921
19.88502	3.89683
19.89200	3.89332
19.98641	3.84496
19.99126	3.84240
19.99462	3.84063
20.01228	3.83120
20.02443	3.82448
20.09032	3.78802
20.14677	3.75523
20.18926	3.73025
20.23310	3.70493
20.27862	3.67707
20.28826	3.67053
20.35937	3.62037
20.38708	3.60081
20.39437	3.59559
20.42541	3.57265
20.43253	3.56733
20.47984	3.53185
20.48518	3.52779
20.48586	3.52727
20.56471	3.46759
20.58440	3.45213
20.62588	3.41785
20.69615	3.35658
20.72913	3.32616
20.78115	3.27479
20.80267	3.25343
20.80623	3.24974
20.81492	3.24068
20.82409	3.23084
20.85288	3.19999
20.87436	3.17653
20.87916	3.17124
20.88134	3.16885
20.90393	3.14324
20.95314	3.08588
20.98254	3.04966
20.99154	3.03716
21.04875	2.95550
21.07399	2.91788
21.08502	2.90026
21.12288	2.83261
21.12558	2.82773
21.12616	2.82670
21.16132	2.76158
21.17201	2.74108
21.18146	2.72177
21.20007	2.68202
21.22944	2.61739
21.24063	2.58936
21.25413	1.30004
21.25729	1.28427
21.25773	1.36776
21.25952	1.38209
21.26018	1.38738
21.26347	1.40727
21.26572	2.52140
21.26806	2.51465
21.28067	1.48822
21.28136	1.49145
21.28470	1.50719
21.28598	1.21620
21.29396	2.43087
21.29885	2.41298
21.29914	1.57580
21.29971	2.40972
21.30150	2.40289
21.30191	1.58981
21.30529	1.18040
21.30907	2.36994
21.31539	1.66005
21.32090	1.69151
21.32369	2.30626
21.32825	1.15133
21.32960	1.74421
21.33151	2.26677
21.33493	1.14570
21.33661	1.79335
21.34191	2.20305
21.34447	1.86093
21.34478	2.18222
21.34739	1.88856
21.34823	1.89535
21.35051	2.13271
21.35336	2.10011
21.35501	1.99177
21.35529	1.99651
21.35535	1.99753
21.35542	2.03863
21.35564	2.01940
21.41521	1.09194
21.44476	1.07510
21.45489	1.06947
21.53279	1.03458
21.58617	1.02742
21.73292	1.01748
21.79026	1.02741
21.83341	1.03668
21.86063	1.04232
21.91781	1.05295
21.93380	1.05853
21.96958	1.08707
22.01322	1.13086
22.03225	1.14995
22.03777	1.15790
22.07783	1.23698
22.08446	1.25034
22.09078	1.26359
22.12516	1.33633
22.13084	1.34861
22.13196	1.35105
22.14277	1.37453
22.14629	1.38214
22.17827	1.45136
22.21169	1.51844
22.22931	1.55185
22.23325	1.56002
22.24795	1.58933
22.27020	1.62969
22.28342	1.65211
22.30529	1.68898
22.34463	1.75220
22.35230	1.76363
22.41344	1.84472
22.41873	1.85150
22.45352	1.89388
22.45568	1.89653
22.47163	1.91620
22.49980	1.95069
22.50161	1.95288
22.52680	1.98277
22.55877	2.02068
22.56791	2.03089
22.58621	2.04966
22.59736	2.06030
22.66134	2.12013
22.67565	2.13244
22.69562	2.14768
22.74747	2.18330
22.76361	2.19347
22.80146	2.21685
22.84254	2.24367
22.86569	2.25844
22.91424	2.28977
22.96752	2.32409
22.99595	2.34033
23.04048	2.36552
23.06905	2.38067
23.12813	2.40755
23.17043	2.42638
23.18996	2.43464
23.23802	2.45547
23.27176	2.47009
23.33366	2.49507
23.36634	2.50696
23.37304	2.50940
23.37849	2.51122
23.42774	2.52725
23.46153	2.53823
23.47429	2.54269
23.53662	2.56585
23.57563	2.58195
23.59387	2.58904
23.66500	2.61980
23.67718	2.62626
23.74780	2.67181
23.77982	2.69585
23.79817	2.71696
23.84362	2.80196
23.85020	2.81752
23.85261	2.82343
23.86297	2.85357
23.88128	2.91872
23.88464	2.93019
23.89075	2.95122
23.89645	2.97293
23.90736	3.02015
23.92072	3.07706
23.93113	3.12169
23.94068	3.16155
23.95199	3.20557
23.95651	3.22313
23.96292	3.24611
23.99109	3.33291
23.99418	3.34149
24.00388	3.36709
24.02492	3.41567
24.02954	3.42505
24.03224	3.43049
24.04561	3.45611
24.08457	3.52526
24.09928	3.54926
24.13457	3.60389
24.15007	3.62507
24.16118	3.63934
24.20265	3.68972
24.23165	3.72417
24.27696	3.77152
24.30559	3.80000
24.32977	3.82276
24.37644	3.86108
24.38777	3.86928
24.40821	3.88344
24.47493	3.91921
24.49069	3.92732
24.50982	3.93602
24.55793	3.95552
24.59836	3.97190
24.60885	3.97604
24.61122	3.97694
24.70365	4.01208
24.71238	4.01531
24.80202	4.04731
24.81354	4.05112
24.81826	4.05269
24.83263	4.05742
24.91460	4.08373
24.98436	4.10350
25.00483	4.10812
25.09908	4.12423
25.11624	4.12636
25.19423	4.13269
25.21677	4.13350
25.24290	4.13376
25.31712	4.13181
25.35224	4.12913
25.41727	4.12228
25.46290	4.11745
25.51733	4.11062
25.52916	4.10910
25.56143	4.10495
25.61737	4.09745
25.68580	4.08587
25.71735	4.08024
25.77057	4.07025
25.81726	4.06119
25.91305	4.04173
25.91719	4.04088
25.94738	4.03474
26.01704	4.02022
26.02664	4.01808
26.11683	3.99734
26.14096	3.99098
26.21657	3.96992
26.23340	3.96487
26.29252	3.94705
26.31628	3.93957
26.33887	3.93272
26.37987	3.91938
26.41585	3.90852
26.48936	3.88307
26.50048	3.87916
26.51542	3.87391
26.52475	3.87043
26.56574	3.85572
26.61503	3.83703
26.63348	3.83069
26.66115	3.82018
26.71401	3.79988
26.72455	3.79578
26.81397	3.76033
26.90745	3.72067
26.91339	3.71806
26.91652	3.71665
26.97959	3.68713
27.01268	3.67121
27.06132	3.64481
27.11173	3.61550
27.12895	3.60537
27.20735	3.55846
27.21078	3.55634
27.21158	3.55585
27.21825	3.55174
27.30977	3.49450
27.31965	3.48751
27.39095	3.43418
27.40850	3.42105
27.42537	3.40845
27.45202	3.38741
27.48002	3.36368
27.50695	3.33970
27.52123	3.32670
27.57152	3.27989
27.57787	3.27392
27.60518	3.24787
27.62244	3.23055
27.68218	3.17024
27.70314	3.14704
27.72623	3.11966
27.77052	3.06675
27.78492	3.04909
27.80081	3.02832
27.83509	2.97975
27.84818	2.96108
27.89440	2.89567
27.89803	2.89054
27.91274	2.87019
27.92284	2.85557
27.97725	2.77132
27.99508	2.74113
28.01776	2.69854
28.02934	2.67486
28.04361	2.64566
28.08383	2.55658
28.09074	2.54084
28.11705	2.48009
28.13137	2.44543
28.13471	2.43699
28.14043	2.42230
28.17378	2.33301
28.17896	2.31570
28.18578	2.29123
28.19549	2.25493
28.20165	2.22936
28.21616	2.14726
28.21963	2.12609
28.22903	2.05829
28.23357	1.20324
28.23360	2.02304
28.23372	1.13995
28.23504	2.01229
28.23642	1.10065
28.23729	1.27553
28.23939	1.30549
28.24362	1.35949
28.24656	1.92003
28.24780	1.40762
28.25043	1.44349
28.25130	1.87823
28.25170	1.02030
28.25507	1.50980
28.25725	1.81716
28.25932	1.78763
28.26062	1.60881
28.26071	1.61093
28.26075	1.61204
28.26203	1.72106
28.26206	1.68250
28.26213	1.71200
28.26213	1.71449
28.26331	0.99820
28.29417	0.97873
28.35573	0.96754
28.45083	0.99320
28.52800	1.02458
28.53120	1.02588
28.55760	1.03319
28.63283	1.05529
28.68584	1.08125
28.71577	1.10012
28.76091	1.12997
28.78229	1.14224
28.84501	1.17802
28.86235	1.18626
28.93000	1.22418
28.96438	1.24699
28.99481	1.27488
29.02981	1.31145
29.06695	1.35511
29.08137	1.37351
29.13456	1.44906
29.14846	1.46977
29.15061	1.47306
29.17117	1.51088
29.17859	1.52439
29.20554	1.57329
29.23018	1.61524
29.25651	1.65838
29.26563	1.67333
29.27551	1.68923
29.31290	1.74337
29.33435	1.77294
29.35377	1.80121
29.37935	1.83817
29.40401	1.87260
29.42366	1.89701
29.46398	1.94704
29.48611	1.97170
29.57208	2.05764
29.58533	2.06937
29.58621	2.07013
29.68193	2.14234
29.68740	2.14635
29.70985	2.16133
29.71919	2.16722
29.78563	2.20683
29.78930	2.20906
29.81962	2.22880
29.87175	2.26324
29.89129	2.27629
29.91627	2.29179
29.97853	2.32949
30.00623	2.34626
30.03020	2.35947
30.08743	2.38928
30.09469	2.39299
30.12921	2.41074
30.19395	2.44303
30.22021	2.45442
30.28591	2.48219
30.29730	2.48709
30.33696	2.50356
30.39886	2.53027
30.42949	2.54699
30.48310	2.58475
30.50143	2.59985
30.53116	2.63009
30.54176	2.64527
30.56585	2.68371
30.59383	2.74591
30.60128	2.77135
30.60573	2.79136
30.61474	2.84752
30.61551	2.85369
30.61847	2.88158
30.62376	2.93777
30.62501	2.94977
30.62857	2.97788
30.63417	3.02206
30.63949	3.05168
30.65336	3.10675
30.66985	3.15297
30.69384	3.20350
30.72292	3.25322
30.78144	3.33356
30.79585	3.35261
30.81673	3.37852
30.81985	3.38208
30.85868	3.42508
30.88326	3.45155
30.88391	3.45224
30.92275	3.49148
30.97185	3.53693
30.98905	3.55217
31.0252	3.58245
31.05552	3.60599
31.11047	3.64707
31.12725	3.65867
31.16053	3.679
31.22911	3.71998
31.23892	3.72526
31.24719	3.72971
31.27211	3.74279
31.31639	3.76621
31.33086	3.77342
31.37243	3.79326
31.44028	3.82449
31.4726	3.8376
31.52156	3.8568
31.5333	3.8611
31.57783	3.87616
31.63442	3.89377
31.67797	3.90602
31.73535	3.92
31.76985	3.92773
31.82879	3.93908
31.8362	3.94006
31.87373	3.94656
31.93694	3.95623
32.00601	3.96489
32.03759	3.96821
32.06582	3.97068
32.13812	3.97538
32.16058	3.97654
32.19593	3.97782
32.23858	3.97937
32.25472	3.97989
32.339	3.98159
32.34848	3.98168
32.43935	3.98119
32.47032	3.98034
32.53963	3.97724
32.54607	3.97682
32.63978	3.96823
32.65681	3.96637
32.73985	3.9556
32.76841	3.95176
32.83987	3.94124
32.88059	3.93447
32.93983	3.92362
32.99368	3.91273
33.03972	3.90269
33.10754	3.88725
33.14249	3.87912
33.1778	3.86998
33.18576	3.86796
33.19704	3.86509
33.23934	3.8542
33.33785	3.82402
33.339	3.82365
33.34578	3.82145
33.43855	3.78939
33.45805	3.78257
33.5431	3.75237
33.60501	3.73063
33.63771	3.71845
33.6904	3.69779
33.73719	3.67853
33.80991	3.64553
33.83649	3.63268
33.85521	3.62324
33.93561	3.58076
33.93881	3.57909
33.95465	3.57081
34.03716	3.52727
34.08683	3.50003
34.10743	3.48801
34.13385	3.47259
34.16679	3.45125
34.22138	3.41446
34.23275	3.40701
34.26766	3.38157
34.3313	3.33361
34.3575	3.31354
34.36346	3.30882
34.41372	3.26855
34.42992	3.25528
34.43253	3.25313
34.49397	3.20099
34.50419	3.192
34.52824	3.17003
34.55704	3.14352
34.61441	3.09114
34.62664	3.08003
34.67902	0.22202
34.6832	3.02418
34.68678	0.28814
34.69382	0.32349
34.70327	0.37429
34.71277	0.42515
34.72109	0.45877
34.72469	2.98071
34.72761	0.16022
34.74267	0.5265
34.74996	0.14024
34.75918	0.57745
34.75945	0.13137
34.76858	2.93005
34.77086	0.61415
34.77588	0.63076
34.7903	0.11769
34.79919	0.71273
34.80393	0.11347
34.8041	0.72905
34.81746	2.87063
34.82246	2.86432
34.82536	0.79751
34.83705	0.83018
34.85077	2.82706
34.85935	0.09928
34.86962	0.91406
34.87145	2.79986
34.87645	0.93099
34.8785	0.936
34.87908	0.93737
34.8837	0.09487
34.88716	0.09432
34.88974	2.77489
34.89987	2.76125
34.91293	1.01777
34.91872	1.03176
34.91975	2.73272
34.92724	1.05178
34.9408	2.70048
34.95929	2.66958
34.95935	0.08287
34.96238	1.13242
34.97582	1.16014
34.98452	1.17857
34.98645	1.18304
34.99593	0.07749
35.00582	1.2331
35.01571	2.56587
35.01627	2.56471
35.02015	2.55642
35.03226	1.30616
35.0415	1.33412
35.0539	2.47395
35.0581	1.39078
35.05862	2.46058
35.05943	0.06973
35.06968	2.42844
35.07073	1.43543
35.07749	1.4621
35.0911	2.35676
35.09266	1.52225
35.09459	2.34478
35.09629	1.53685
35.10717	0.06448
35.11013	2.27245
35.11234	1.60451
35.11367	2.2534
35.11917	1.63645
35.11955	1.63836
35.12068	1.64415
35.12605	1.67174
35.1284	2.15518
35.12904	2.15032
35.13103	2.13415
35.13574	1.72835
35.13741	1.74009
35.13781	2.06502
35.13935	2.04741
35.14159	2.02143
35.14522	1.81235
35.14643	1.94466
35.14708	1.84217
35.14759	1.89315
35.14769	1.88896
35.15954	0.05953
35.21754	0.05579
35.25975	0.05364
35.32724	0.05045
35.36001	0.04906
35.43681	0.04531
35.46026	0.04411
35.54614	0.04141
35.56055	0.04101
35.57277	0.04079
35.66089	0.04012
35.66594	0.04006
35.73043	0.03903
35.75898	0.03866
35.76122	0.03864
35.85223	0.03817
35.86158	0.03823
35.8844	0.03854
35.94585	0.03937
35.96197	0.03954
36.03927	0.03953
36.06233	0.03944
36.13255	0.0392
36.16267	0.03884
36.22574	0.03858
36.26302	0.03822
36.31875	0.03705
36.36334	0.03628
36.41163	0.03491
36.46363	0.03312
36.52498	0.03096
36.56392	0.03012
36.59726	0.02973
36.66428	0.02957
36.71995	0.02994
36.74358	0.03014
36.76466	0.03044
36.83177	0.03105
36.85896	0.0313
36.86504	0.03136
36.88426	0.03164
36.92093	0.03217
36.96544	0.03293
37.05445	0.03497
37.06509	0.03511
37.06585	0.03512
37.15844	0.03509
37.16621	0.03505
37.25155	0.03406
37.26654	0.03402
37.34502	0.03444
37.36692	0.03466
